instance,n,m,A,B,ratio,base,best,mean,std,known_alpha,gap,relative_gap
c-fat200-1,200,18366,1,2.5,2.5,15,12,10.89,0.9787236586493657,12,0,0.0
c-fat200-1,200,18366,1,2.5,2.5,18,12,10.89,0.9787236586493657,12,0,0.0
c-fat200-1,200,18366,1,2.5,2.5,20,12,10.88,0.9826494797230599,12,0,0.0
c-fat200-1,200,18366,1,2.5,2.5,25,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,2.5,2.5,30,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,2.5,2.5,40,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,2.5,2.5,50,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,2.5,2.5,75,12,10.82,0.9734474818910364,12,0,0.0
c-fat200-1,200,18366,1,2.5,2.5,100,12,10.84,0.9769339793455851,12,0,0.0
c-fat200-1,200,18366,1,3,3,3,12,11.18,0.9836666101886348,12,0,0.0
c-fat200-1,200,18366,1,3,3,4,12,11.04,0.989141041510259,12,0,0.0
c-fat200-1,200,18366,1,3,3,5,12,10.92,0.9867117106835207,12,0,0.0
c-fat200-1,200,18366,1,3,3,6,12,10.92,0.9765244492586962,12,0,0.0
c-fat200-1,200,18366,1,3,3,7,12,10.93,0.9721625378505386,12,0,0.0
c-fat200-1,200,18366,1,3,3,8,12,10.89,0.9787236586493657,12,0,0.0
c-fat200-1,200,18366,1,3,3,10,12,10.88,0.9724196624914576,12,0,0.0
c-fat200-1,200,18366,1,3,3,12,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,3,3,15,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,3,3,18,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,3,3,20,12,10.86,0.98,12,0,0.0
c-fat200-1,200,18366,1,3,3,25,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,3,3,30,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,3,3,40,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,3,3,50,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,3,3,75,12,10.82,0.9734474818910364,12,0,0.0
c-fat200-1,200,18366,1,3,3,100,12,10.84,0.9769339793455851,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,3,12,11.1,0.99498743710662,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,4,12,10.98,0.9897474425326898,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,5,12,10.93,0.9721625378505386,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,6,12,10.92,0.966229786334493,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,7,12,10.9,0.9643650760992956,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,8,12,10.88,0.9724196624914576,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,10,12,10.88,0.9724196624914576,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,12,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,15,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,18,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,20,12,10.86,0.98,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,25,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,30,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,40,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,50,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,75,12,10.82,0.9734474818910364,12,0,0.0
c-fat200-1,200,18366,1,3.5,3.5,100,12,10.84,0.9769339793455851,12,0,0.0
c-fat200-1,200,18366,1,4,4,3,12,11.07,1.002546757014355,12,0,0.0
c-fat200-1,200,18366,1,4,4,4,12,10.98,0.9795917517006766,12,0,0.0
c-fat200-1,200,18366,1,4,4,5,12,10.91,0.970515327029924,12,0,0.0
c-fat200-1,200,18366,1,4,4,6,12,10.9,0.9643650760992956,12,0,0.0
c-fat200-1,200,18366,1,4,4,7,12,10.9,0.9643650760992956,12,0,0.0
c-fat200-1,200,18366,1,4,4,8,12,10.88,0.9724196624914576,12,0,0.0
c-fat200-1,200,18366,1,4,4,10,12,10.88,0.9724196624914576,12,0,0.0
c-fat200-1,200,18366,1,4,4,12,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,4,4,15,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,4,4,18,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,4,4,20,12,10.86,0.98,12,0,0.0
c-fat200-1,200,18366,1,4,4,25,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,4,4,30,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,4,4,40,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,4,4,50,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,4,4,75,12,10.82,0.9734474818910364,12,0,0.0
c-fat200-1,200,18366,1,4,4,100,12,10.84,0.9769339793455851,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,3,12,10.99,0.9949371839468059,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,4,12,10.96,0.9789790600416333,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,5,12,10.91,0.970515327029924,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,6,12,10.9,0.9643650760992956,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,7,12,10.9,0.9643650760992956,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,8,12,10.88,0.9724196624914576,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,10,12,10.88,0.9724196624914576,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,12,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,15,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,18,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,20,12,10.86,0.98,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,25,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,30,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,40,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,50,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,75,12,10.82,0.9734474818910364,12,0,0.0
c-fat200-1,200,18366,1,4.5,4.5,100,12,10.84,0.9769339793455851,12,0,0.0
c-fat200-1,200,18366,1,5,5,3,12,10.99,0.9848350115628506,12,0,0.0
c-fat200-1,200,18366,1,5,5,4,12,10.96,0.9789790600416333,12,0,0.0
c-fat200-1,200,18366,1,5,5,5,12,10.91,0.970515327029924,12,0,0.0
c-fat200-1,200,18366,1,5,5,6,12,10.9,0.9643650760992956,12,0,0.0
c-fat200-1,200,18366,1,5,5,7,12,10.9,0.9643650760992956,12,0,0.0
c-fat200-1,200,18366,1,5,5,8,12,10.88,0.9724196624914576,12,0,0.0
c-fat200-1,200,18366,1,5,5,10,12,10.88,0.9724196624914576,12,0,0.0
c-fat200-1,200,18366,1,5,5,12,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,5,5,15,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,5,5,18,12,10.87,0.9762684057163787,12,0,0.0
c-fat200-1,200,18366,1,5,5,20,12,10.86,0.98,12,0,0.0
c-fat200-1,200,18366,1,5,5,25,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,5,5,30,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,5,5,40,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,5,5,50,12,10.84,0.9769339793455852,12,0,0.0
c-fat200-1,200,18366,1,5,5,75,12,10.82,0.9734474818910364,12,0,0.0
c-fat200-1,200,18366,1,5,5,100,12,10.84,0.9769339793455851,12,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,3,24,21.55,0.804673846971554,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,4,24,21.82,0.7124605252222751,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,5,24,22.1,0.5567764362830022,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,6,24,22.18,0.5173006862551025,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,7,24,22.2,0.4898979485566356,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,8,24,22.21,0.4958830507286975,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,10,24,22.18,0.4770744176750625,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,12,24,22.19,0.4836320915737499,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,15,24,22.18,0.4770744176750625,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,18,24,22.2,0.5099019513592785,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,20,24,22.2,0.5099019513592785,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,25,24,22.2,0.5099019513592785,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,30,24,22.18,0.4975942121849891,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,40,24,22.16,0.463033476111609,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,50,24,22.15,0.4330127018922193,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,75,24,22.19,0.4836320915737499,24,0,0.0
c-fat200-2,200,16665,1,1.0,1.0,100,24,22.19,0.4836320915737499,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,3,24,21.51,0.7279423054061359,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,4,24,21.85,0.7123903424387504,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,5,24,22.09,0.649538297562199,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,6,24,22.14,0.44766058571198786,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,7,24,22.17,0.4484417464955732,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,8,24,22.16,0.4409081537009721,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,10,24,22.17,0.47021271782034985,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,12,24,22.13,0.41605288125429435,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,15,24,22.13,0.41605288125429435,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,18,24,22.13,0.41605288125429435,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,20,24,22.14,0.4247352116319061,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,25,24,22.16,0.463033476111609,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,30,24,22.19,0.523354564325181,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,40,24,22.19,0.5038849074937649,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,50,24,22.19,0.5038849074937649,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,75,24,22.22,0.5582114294781145,24,0,0.0
c-fat200-2,200,16665,1,1.5,1.5,100,24,22.24,0.5678027826631357,24,0,0.0
c-fat200-2,200,16665,1,2,2,3,24,21.39,0.8472897969408106,24,0,0.0
c-fat200-2,200,16665,1,2,2,4,24,21.81,0.6884039511798287,24,0,0.0
c-fat200-2,200,16665,1,2,2,5,24,22.1,0.6082762530298219,24,0,0.0
c-fat200-2,200,16665,1,2,2,6,24,22.16,0.48414873747640813,24,0,0.0
c-fat200-2,200,16665,1,2,2,7,24,22.21,0.5156549233741495,24,0,0.0
c-fat200-2,200,16665,1,2,2,8,24,22.22,0.5211525688318154,24,0,0.0
c-fat200-2,200,16665,1,2,2,10,24,22.22,0.54,24,0,0.0
c-fat200-2,200,16665,1,2,2,12,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,2,2,15,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,2,2,18,24,22.2,0.5477225575051661,24,0,0.0
c-fat200-2,200,16665,1,2,2,20,24,22.2,0.5477225575051661,24,0,0.0
c-fat200-2,200,16665,1,2,2,25,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,2,2,30,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,2,2,40,24,22.22,0.5582114294781146,24,0,0.0
c-fat200-2,200,16665,1,2,2,50,24,22.22,0.5582114294781146,24,0,0.0
c-fat200-2,200,16665,1,2,2,75,24,22.22,0.5582114294781146,24,0,0.0
c-fat200-2,200,16665,1,2,2,100,24,22.22,0.5582114294781146,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,3,24,21.52,0.8182909018191513,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,4,24,21.88,0.6368673331236263,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,5,24,22.16,0.6437390775772431,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,6,24,22.23,0.6140846847137617,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,7,24,22.24,0.5851495535331118,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,8,24,22.25,0.5894913061275798,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,10,24,22.25,0.5894913061275798,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,12,24,22.21,0.5530822723609933,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,15,24,22.21,0.5530822723609933,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,18,24,22.21,0.5530822723609933,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,20,24,22.21,0.5530822723609933,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,25,24,22.21,0.5530822723609933,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,30,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,40,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,50,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,75,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,2.5,2.5,100,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,3,3,3,24,21.52,0.8059776671843953,24,0,0.0
c-fat200-2,200,16665,1,3,3,4,24,21.86,0.6931089380465382,24,0,0.0
c-fat200-2,200,16665,1,3,3,5,24,22.17,0.7078841713161835,24,0,0.0
c-fat200-2,200,16665,1,3,3,6,24,22.26,0.626418390534633,24,0,0.0
c-fat200-2,200,16665,1,3,3,7,24,22.26,0.5936328831862332,24,0,0.0
c-fat200-2,200,16665,1,3,3,8,24,22.24,0.5678027826631357,24,0,0.0
c-fat200-2,200,16665,1,3,3,10,24,22.23,0.5631163290120436,24,0,0.0
c-fat200-2,200,16665,1,3,3,12,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3,3,15,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3,3,18,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3,3,20,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3,3,25,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3,3,30,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3,3,40,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,3,3,50,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,3,3,75,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,3,3,100,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,3,24,21.49,0.8306021911842034,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,4,24,21.88,0.7386474125047755,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,5,24,22.14,0.6931089380465382,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,6,24,22.24,0.6019966777316965,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,7,24,22.26,0.5936328831862332,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,8,24,22.24,0.5678027826631357,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,10,24,22.24,0.5851495535331118,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,12,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,15,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,18,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,20,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,25,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,30,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,40,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,50,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,75,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,3.5,3.5,100,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,4,4,3,24,21.44,0.8979977728257459,24,0,0.0
c-fat200-2,200,16665,1,4,4,4,24,21.86,0.7073895673530958,24,0,0.0
c-fat200-2,200,16665,1,4,4,5,24,22.14,0.6931089380465382,24,0,0.0
c-fat200-2,200,16665,1,4,4,6,24,22.24,0.6019966777316965,24,0,0.0
c-fat200-2,200,16665,1,4,4,7,24,22.26,0.5936328831862332,24,0,0.0
c-fat200-2,200,16665,1,4,4,8,24,22.24,0.5678027826631357,24,0,0.0
c-fat200-2,200,16665,1,4,4,10,24,22.24,0.5851495535331118,24,0,0.0
c-fat200-2,200,16665,1,4,4,12,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4,4,15,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4,4,18,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4,4,20,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4,4,25,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4,4,30,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4,4,40,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,4,4,50,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,4,4,75,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,4,4,100,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,3,24,21.42,0.8506468127254694,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,4,24,21.85,0.7123903424387503,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,5,24,22.14,0.6931089380465382,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,6,24,22.24,0.6019966777316965,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,7,24,22.26,0.5936328831862332,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,8,24,22.24,0.5678027826631357,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,10,24,22.24,0.5851495535331118,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,12,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,15,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,18,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,20,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,25,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,30,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,40,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,50,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,75,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,4.5,4.5,100,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,5,5,3,24,21.41,0.8613361713059541,24,0,0.0
c-fat200-2,200,16665,1,5,5,4,24,21.85,0.7123903424387503,24,0,0.0
c-fat200-2,200,16665,1,5,5,5,24,22.14,0.6931089380465382,24,0,0.0
c-fat200-2,200,16665,1,5,5,6,24,22.24,0.6019966777316965,24,0,0.0
c-fat200-2,200,16665,1,5,5,7,24,22.26,0.5936328831862332,24,0,0.0
c-fat200-2,200,16665,1,5,5,8,24,22.24,0.5678027826631357,24,0,0.0
c-fat200-2,200,16665,1,5,5,10,24,22.24,0.5851495535331118,24,0,0.0
c-fat200-2,200,16665,1,5,5,12,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,5,5,15,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,5,5,18,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,5,5,20,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,5,5,25,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,5,5,30,24,22.22,0.5758472019555189,24,0,0.0
c-fat200-2,200,16665,1,5,5,40,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,5,5,50,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,5,5,75,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-2,200,16665,1,5,5,100,24,22.23,0.5806031346797914,24,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,3,54,51.2,1.349073756323204,58,4,0.06896551724137931
c-fat200-5,200,11427,1,1.0,1.0,4,58,53.35,1.306713434537198,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,5,57,54.48,1.2367699866992246,58,1,0.017241379310344827
c-fat200-5,200,11427,1,1.0,1.0,6,58,55.35,1.2359207094308273,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,7,58,55.9,1.1704699910719623,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,8,58,56.3,1.1269427669584646,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,10,58,56.73,0.9576533819707422,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,12,58,56.99,0.9538867857350787,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,15,58,57.17,0.8491760712596653,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,18,58,57.22,0.8316249154516716,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,20,58,57.24,0.8380930735902786,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,25,58,57.22,0.8435638683585257,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,30,58,57.21,0.8519976525789258,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,40,58,57.23,0.810617048920142,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,50,58,57.23,0.810617048920142,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,75,58,57.25,0.8046738469715541,58,0,0.0
c-fat200-5,200,11427,1,1.0,1.0,100,58,57.25,0.8046738469715541,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,3,55,51.26,1.5913516267626084,58,3,0.05172413793103448
c-fat200-5,200,11427,1,1.5,1.5,4,56,53.36,1.2846789482201384,58,2,0.034482758620689655
c-fat200-5,200,11427,1,1.5,1.5,5,57,54.57,1.1769027147559818,58,1,0.017241379310344827
c-fat200-5,200,11427,1,1.5,1.5,6,58,55.35,1.194780314534852,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,7,58,55.86,1.1918053532351665,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,8,58,56.32,1.1214276615100949,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,10,58,56.79,0.9725739046468396,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,12,58,57.04,0.9372299611087984,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,15,58,57.16,0.856971411425142,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,18,58,57.19,0.8330066026148895,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,20,58,57.2,0.8366600265340757,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,25,58,57.21,0.8519976525789258,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,30,58,57.17,0.8373171442171718,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,40,58,57.14,0.8368990381163071,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,50,58,57.11,0.8354040938372281,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,75,58,57.09,0.8257723657279892,58,0,0.0
c-fat200-5,200,11427,1,1.5,1.5,100,58,57.08,0.8207313811473276,58,0,0.0
c-fat200-5,200,11427,1,2,2,3,55,51.38,1.4681961721786363,58,3,0.05172413793103448
c-fat200-5,200,11427,1,2,2,4,56,53.23,1.2558264211267418,58,2,0.034482758620689655
c-fat200-5,200,11427,1,2,2,5,57,54.48,1.2286578042726135,58,1,0.017241379310344827
c-fat200-5,200,11427,1,2,2,6,58,55.3,1.2609520212918492,58,0,0.0
c-fat200-5,200,11427,1,2,2,7,58,55.9,1.1532562594670794,58,0,0.0
c-fat200-5,200,11427,1,2,2,8,58,56.3,1.0723805294763609,58,0,0.0
c-fat200-5,200,11427,1,2,2,10,58,56.68,0.9785703858180054,58,0,0.0
c-fat200-5,200,11427,1,2,2,12,58,56.93,0.9083501527494781,58,0,0.0
c-fat200-5,200,11427,1,2,2,15,58,57.1,0.8185352771872451,58,0,0.0
c-fat200-5,200,11427,1,2,2,18,58,57.17,0.8006872048434394,58,0,0.0
c-fat200-5,200,11427,1,2,2,20,58,57.17,0.8006872048434394,58,0,0.0
c-fat200-5,200,11427,1,2,2,25,58,57.16,0.8089499366462674,58,0,0.0
c-fat200-5,200,11427,1,2,2,30,58,57.14,0.8126499861564017,58,0,0.0
c-fat200-5,200,11427,1,2,2,40,58,57.12,0.8280096617793778,58,0,0.0
c-fat200-5,200,11427,1,2,2,50,58,57.13,0.8204267182387469,58,0,0.0
c-fat200-5,200,11427,1,2,2,75,58,57.12,0.8280096617793778,58,0,0.0
c-fat200-5,200,11427,1,2,2,100,58,57.12,0.8280096617793778,58,0,0.0
c-fat200-5,200,11427,1,2.5,2.5,3,55,51.28,1.4496896219536095,58,3,0.05172413793103448
c-fat200-5,200,11427,1,2.5,2.5,4,56,53.21,1.1857065404222076,58,2,0.034482758620689655
c-fat200-5,200,11427,1,2.5,2.5,5,57,54.44,1.2753038853543888,58,1,0.017241379310344827
c-fat200-5,200,11427,1,2.5,2.5,6,58,55.31,1.189075270956385,58,0,0.0
