instance,n,m,A,B,ratio,base,best,mean,std,known_alpha,gap,relative_gap
c-fat500-5,500,101559,1,4.5,4.5,3,58,54.49,1.7058429001522972,64,6,0.09375
c-fat500-5,500,101559,1,4.5,4.5,4,60,56.73,1.5352849898308782,64,4,0.0625
c-fat500-5,500,101559,1,4.5,4.5,5,63,58.19,1.5600961508830153,64,1,0.015625
c-fat500-5,500,101559,1,4.5,4.5,6,63,59.35,1.3665650368716449,64,1,0.015625
c-fat500-5,500,101559,1,4.5,4.5,7,63,59.99,1.2449497981846496,64,1,0.015625
c-fat500-5,500,101559,1,4.5,4.5,8,64,60.53,1.1786008654332476,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,10,64,61.15,1.1079259903080168,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,12,64,61.61,1.0382196299434914,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,15,64,61.99,0.9538867857350787,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,18,64,62.26,0.9861034428496839,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,20,64,62.36,0.9645724441429995,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,25,64,62.52,0.854166260162505,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,30,64,62.55,0.8291561975888497,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,40,64,62.56,0.8163332652783424,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,50,64,62.56,0.8163332652783424,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,75,64,62.56,0.8163332652783424,64,0,0.0
c-fat500-5,500,101559,1,4.5,4.5,100,64,62.56,0.8163332652783424,64,0,0.0
c-fat500-5,500,101559,1,5,5,3,58,54.47,1.7404309811078402,64,6,0.09375
c-fat500-5,500,101559,1,5,5,4,60,56.74,1.5272196960489999,64,4,0.0625
c-fat500-5,500,101559,1,5,5,5,63,58.19,1.5600961508830153,64,1,0.015625
c-fat500-5,500,101559,1,5,5,6,63,59.35,1.3665650368716449,64,1,0.015625
c-fat500-5,500,101559,1,5,5,7,63,59.99,1.2449497981846496,64,1,0.015625
c-fat500-5,500,101559,1,5,5,8,64,60.53,1.1786008654332476,64,0,0.0
c-fat500-5,500,101559,1,5,5,10,64,61.15,1.1079259903080168,64,0,0.0
c-fat500-5,500,101559,1,5,5,12,64,61.61,1.0382196299434914,64,0,0.0
c-fat500-5,500,101559,1,5,5,15,64,61.99,0.9538867857350787,64,0,0.0
c-fat500-5,500,101559,1,5,5,18,64,62.26,0.9861034428496839,64,0,0.0
c-fat500-5,500,101559,1,5,5,20,64,62.36,0.9645724441429995,64,0,0.0
c-fat500-5,500,101559,1,5,5,25,64,62.52,0.854166260162505,64,0,0.0
c-fat500-5,500,101559,1,5,5,30,64,62.55,0.8291561975888497,64,0,0.0
c-fat500-5,500,101559,1,5,5,40,64,62.56,0.8163332652783424,64,0,0.0
c-fat500-5,500,101559,1,5,5,50,64,62.56,0.8163332652783424,64,0,0.0
c-fat500-5,500,101559,1,5,5,75,64,62.56,0.8163332652783424,64,0,0.0
c-fat500-5,500,101559,1,5,5,100,64,62.56,0.8163332652783424,64,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,3,12,5.71,2.627907913150687,20,8,0.4
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,4,13,5.77,2.682741135480648,20,7,0.35
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,5,16,5.8,2.874021572639983,20,4,0.2
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,6,16,5.87,2.9686865782699257,20,4,0.2
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,7,17,5.95,3.0244834269673224,20,3,0.15
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,8,16,5.95,2.9576172842340505,20,4,0.2
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,10,16,6.03,2.9713801507043827,20,4,0.2
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,12,19,6.19,3.264031249850405,20,1,0.05
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,15,19,6.23,3.295011380860467,20,1,0.05
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,18,17,6.12,3.0766215236847057,20,3,0.15
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,20,17,6.14,3.085514543799786,20,3,0.15
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,25,17,6.16,3.084542105402356,20,3,0.15
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,30,17,6.15,3.112474899497183,20,3,0.15
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,40,20,6.32,3.449289781969616,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,50,18,6.19,3.1644746799429444,20,2,0.1
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,75,18,6.21,3.163210394520099,20,2,0.1
evil-N120-p98-chv12x10,120,545,1,1.0,1.0,100,18,6.26,3.2144050771488026,20,2,0.1
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,3,20,6.96,3.654914499683952,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,4,20,8.0,4.496665431183423,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,5,20,10.34,6.007029215843719,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,6,20,13.27,6.36530439177892,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,7,20,16.64,5.343257433438894,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,8,20,17.48,4.744428311187765,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,10,20,18.9,3.248076353782343,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,12,20,19.84,1.5919798993705918,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,15,20,19.99,0.09949874371066196,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,18,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,20,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,25,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,30,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,40,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,50,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,75,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,1.5,1.5,100,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,3,20,14.75,5.752173502251127,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,4,20,19.63,1.055035544424926,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,5,20,19.97,0.17058722109231983,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,6,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,7,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,8,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,10,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,12,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,15,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,18,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,20,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,25,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,30,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,40,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,50,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,75,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2,2,100,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,3,20,19.76,0.44988887516807974,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,4,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,5,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,6,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,7,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,8,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,10,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,12,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,15,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,18,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,20,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,25,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,30,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,40,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,50,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,75,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,2.5,2.5,100,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,3,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,4,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,5,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,6,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,7,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,8,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,10,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,12,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,15,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,18,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,20,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,25,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,30,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,40,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,50,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,75,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3,3,100,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,3,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,4,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,5,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,6,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,7,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,8,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,10,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,12,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,15,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,18,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,20,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,25,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,30,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,40,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,50,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,75,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,3.5,3.5,100,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,3,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,4,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,5,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,6,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,7,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,8,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,10,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,12,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,15,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,18,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,20,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,25,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,30,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,40,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,50,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,75,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4,4,100,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,3,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,4,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,5,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,6,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,7,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,8,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,10,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,12,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,15,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,18,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,20,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,25,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,30,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,40,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,50,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,75,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,4.5,4.5,100,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,3,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,4,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,5,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,6,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,7,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,8,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,10,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,12,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,15,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,18,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,20,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,25,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,30,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,40,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,50,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,75,20,20.0,0.0,20,0,0.0
evil-N120-p98-chv12x10,120,545,1,5,5,100,20,20.0,0.0,20,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,3,19,8.19,3.7568470823284783,48,29,0.6041666666666666
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,4,19,8.47,3.9254426501988284,48,29,0.6041666666666666
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,5,19,8.74,3.9789948479484107,48,29,0.6041666666666666
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,6,19,8.93,4.00812923943328,48,29,0.6041666666666666
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,7,40,9.33,5.165375107385716,48,8,0.16666666666666666
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,8,44,9.58,5.493960320206181,48,4,0.08333333333333333
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,10,42,9.8,5.4845236803208355,48,6,0.125
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,12,44,10.1,6.44903093495449,48,4,0.08333333333333333
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,15,45,10.52,7.261514993443172,48,3,0.0625
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,18,45,10.43,7.301034173320927,48,3,0.0625
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,20,47,11.59,9.388391768561856,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,25,47,11.91,10.097618531119107,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,30,48,13.59,12.207452641726691,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,40,48,16.05,14.306903927824496,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,50,48,17.61,15.991181945059598,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,75,48,23.12,18.346814437389398,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.0,1.0,100,48,24.14,18.468362136367155,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,3,39,11.22,7.603393979007007,48,9,0.1875
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,4,44,20.53,13.95382026543269,48,4,0.08333333333333333
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,5,45,31.06,14.232231026792672,48,3,0.0625
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,6,45,39.8,7.877816956492451,48,3,0.0625
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,7,47,43.14,1.6734395716607158,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,8,47,44.11,1.4345382532369084,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,10,48,45.19,1.2860404348231045,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,12,48,46.01,1.0723339032223125,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,15,48,46.49,0.9643132271207315,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,18,48,46.82,0.8529947244854449,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,20,48,46.96,0.7605261336732617,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,25,48,47.13,0.6878226515607057,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,30,48,47.22,0.6867313885355758,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,40,48,47.3,0.6855654600401043,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,50,48,47.27,0.7050531894828929,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,75,48,47.16,0.7172168430816442,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,1.5,1.5,100,48,47.08,0.7704544113703289,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,3,44,36.7,6.949100661236675,48,4,0.08333333333333333
evil-N120-p98-myc5x24,120,236,1,2,2,4,46,42.05,1.2196310917650468,48,2,0.041666666666666664
evil-N120-p98-myc5x24,120,236,1,2,2,5,48,43.75,1.1346805717910218,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,6,47,44.67,1.039759587597056,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,2,2,7,47,45.34,1.0121264743103997,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,2,2,8,48,45.81,0.8682741502544,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,10,48,46.26,0.7952358140828416,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,12,48,46.53,0.8056674251823762,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,15,48,46.67,0.7753063910480811,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,18,48,46.95,0.804673846971554,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,20,48,46.78,0.8316249154516716,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,25,48,46.8,0.7999999999999999,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,30,48,46.54,0.7539230729988305,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,40,48,46.34,0.9297311439335567,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,50,48,46.11,1.0089103032480142,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,75,48,45.76,1.049952379872535,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2,2,100,48,45.26,1.2051555916146264,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,3,44,41.2,1.3416407864998738,48,4,0.08333333333333333
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,4,47,43.62,1.1382442620105757,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,5,47,44.69,0.8449260322655472,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,6,47,45.31,1.0168087332433768,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,7,48,45.88,0.9086253353280438,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,8,48,46.1,0.9643650760992956,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,10,48,46.37,0.8562125904236634,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,12,48,46.65,0.931396800509858,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,15,48,46.44,0.8867919710958148,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,18,48,46.35,0.82915619758885,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,20,48,46.17,1.0203430795570674,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,25,48,46.05,1.0331989159885913,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,30,48,45.7,1.1958260743101399,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,40,48,45.52,1.260793400997959,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,50,48,45.15,1.4026760139105539,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,75,47,44.7,1.452583904633395,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,2.5,2.5,100,47,44.27,1.495693818934878,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,3,3,3,46,42.3,1.014889156509222,48,2,0.041666666666666664
evil-N120-p98-myc5x24,120,236,1,3,3,4,46,44.09,0.8135723692456621,48,2,0.041666666666666664
evil-N120-p98-myc5x24,120,236,1,3,3,5,47,45.03,0.9429209935090002,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,3,3,6,48,45.73,0.8701149349367588,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,7,48,45.99,0.8184741901856161,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,8,48,46.07,0.7778817390837762,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,10,48,46.21,0.7522632517942106,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,12,48,46.44,0.8163332652783423,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,15,48,46.24,0.8616263691415207,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,18,48,46.3,0.9110433579144299,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,20,48,46.04,0.9991996797437436,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,25,48,45.8,1.1224972160321824,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,30,48,45.54,1.1612062693595828,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,40,48,45.45,1.1346805717910218,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3,3,50,47,44.96,1.3184839779079607,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,3,3,75,47,44.56,1.4513442045221387,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,3,3,100,47,44.16,1.5982490419205635,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,3.5,3.5,3,45,42.84,0.9666436778875658,48,3,0.0625
evil-N120-p98-myc5x24,120,236,1,3.5,3.5,4,47,44.37,0.9127431182978044,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,3.5,3.5,5,48,45.22,0.9335952013587044,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3.5,3.5,6,47,45.71,0.8751571287488893,48,1,0.020833333333333332
evil-N120-p98-myc5x24,120,236,1,3.5,3.5,7,48,45.91,0.8135723692456621,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3.5,3.5,8,48,46.18,0.9097252332435326,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3.5,3.5,10,48,46.17,0.8252878285786118,48,0,0.0
evil-N120-p98-myc5x24,120,236,1,3.5,3.5,12,48,46.36,0.9221713506718803,48,0,0.0
